0.5,0
1.5,0
2.5,11
3.5,12
4.5,120
5.5,154
6.5,163
7.5,109
8.5,73
9.5,284
10.5,39
11.5,30
12.5,4
13.5,0
14.5,1
15.5,0
16.5,0
17.5,0
18.5,0
19.5,0
