0.5,0
1.5,0
2.5,0
3.5,0
4.5,0
5.5,1
6.5,19
7.5,20
8.5,25
9.5,89
10.5,116
11.5,23
12.5,143
13.5,254
14.5,30
15.5,93
16.5,70
17.5,100
18.5,16
19.5,1
20.5,0
21.5,0
22.5,0
23.5,0
24.5,0
25.5,0
26.5,0
27.5,0
28.5,0
29.5,0
