0.5,0
1.5,1
2.5,0
3.5,45
4.5,5
5.5,13
6.5,6
7.5,32
8.5,337
9.5,15
10.5,76
11.5,49
12.5,146
13.5,184
14.5,88
15.5,0
16.5,2
17.5,1
18.5,0
19.5,0
20.5,0
21.5,0
22.5,0
23.5,0
24.5,0
