0.5,0
1.5,0
2.5,4
3.5,7
4.5,10
5.5,34
6.5,65
7.5,67
8.5,97
9.5,208
10.5,121
11.5,91
12.5,90
13.5,72
14.5,84
15.5,36
16.5,5
17.5,2
18.5,1
19.5,5
20.5,1
21.5,0
22.5,0
23.5,0
24.5,0
25.5,0
26.5,0
27.5,0
28.5,0
29.5,0
