0.5,180
1.5,130
2.5,329
3.5,63
4.5,211
5.5,31
6.5,10
7.5,20
8.5,16
9.5,0
10.5,0
11.5,0
12.5,0
13.5,10
14.5,0
15.5,0
16.5,0
17.5,0
18.5,0
19.5,0
